,AD,Full-flowering date (DOY),Full-flowering date,Source code,Data type code,Reference Name,trendline_degree1,trendline_degree2,trendline_degree3,trendline_degree4
11,812,92,401,1,2,NIHON-KOKI,105.57416228341648,99.92223590914793,105.30074513525476,95.96026896728432
14,815,105,415,1,2,NIHON-KOKI,105.56962157670011,99.98096557164385,105.24241742562828,96.23538523872315
30,831,96,406,1,2,NIHON-KOKI,105.54540447421283,100.28945241156629,104.94778071081011,97.61288751354465
50,851,108,418,1,2,MONTOKUTENNO-JITSUROKU,105.51513309610374,100.66383931923184,104.6174267138538,99.13266021987846
52,853,104,414,1,2,MONTOKUTENNO-JITSUROKU,105.51210595829282,100.70059224297279,104.58665012145644,99.27290312151041
63,864,100,409,1,2,NIPPON-SANDAI-JITSUROKU,105.49545670033281,100.90050458071465,104.42455102827971,100.00780447116716
65,866,106,416,1,2,NIPPON-SANDAI-JITSUROKU,105.4924295625219,100.93644705251621,104.39636853235571,100.1349368551434
68,869,95,405,5,2,KANKE-BUNSOU,105.48788885580554,100.99012697600527,104.35483046464662,100.32197796341092
88,889,104,414,5,2,NIPPON-SANDAI-JITSUROKU,105.45761747769645,101.34082375005842,104.10005900423499,101.46073649825559
90,891,109,419,5,4,NIHONKIRYAKU,105.45459033988553,101.37520766043811,104.07666107301641,101.56464033274034
91,892,108,417,5,3,FUSHIMIIN-GOKIROKKU,105.45307677098008,101.3923528587853,104.06510140158346,101.61593562110414
93,894,106,416,5,2,KANKE-BUNSOU,105.45004963316916,101.42654974179436,104.04225957295256,101.7172229395349
94,895,104,414,5,4,NIHONKIRYAKU,105.4485360642637,101.44360142645624,104.03097698610753,101.7672189575839
95,896,104,413,5,4,NIPPON-SANDAI-JITSUROKU,105.44702249535825,101.46062193988968,104.01978633114474,101.8167858669546
101,902,102,412,5,8,EST-from-WF(NIHONGI-RYAKU),105.43794108192553,101.56209042469314,103.954560940777,102.10528687831476
107,908,98,407,5,8,EST-from-WF(KIMITADA-SHU),105.42885966849279,101.66243674527284,103.89259096263882,102.37883659759717
111,912,95,404,1,2,SHINGISHIKI,105.42280539287097,101.72871086775723,103.85306329171937,102.55310467056648
112,913,110,420,5,2,SHUI-WAKASHU,105.42129182396552,101.74520147030724,103.84340261075367,102.59567709828667
116,917,95,405,1,2,KINHISHO,105.4152375483437,101.81085216822288,103.80563838924151,102.7620459654907
122,923,104,414,5,4,ZOKU-KOKIN-WAKASHU,105.40615613491097,101.90839307824322,103.75160393343626,103.00004601336781
125,926,98,408,1,2,NIHONKIRYAKU,105.4016154281946,101.95674272166949,103.72574948276514,103.11395756592464
129,930,97,407,5,8,EST-from-WF(SHIRYO-SORAN),105.39556115257278,102.02077251570637,103.69246969229738,103.26067627317599
132,933,106,416,5,8,EST-from-WF(SHIRYO-SORAN),105.39102044585641,102.06846756333546,103.66839693844312,103.36690775216965
140,941,109,419,1,2,NIHONKIRYAKU,105.37891189461278,102.19428282296175,103.60787299230624,103.6346407350199
148,949,107,417,1,2,NIHONKIRYAKU,105.36680334336914,102.31810312396806,103.55260024614398,103.88049021630519
149,950,95,405,4,2,DAINIHON-SHIRYO,105.36528977446368,102.33344039106588,103.54605489987176,103.90972852374608
154,955,89,330,5,4,SHUISHO,105.3577219299364,102.40965915812842,103.5145256208567,104.05106802925133
156,957,112,422,1,2,NIHONKIRYAKU,105.3546947921255,102.43992846635437,103.50246871030619,104.10537238356159
157,958,109,419,1,2,NIHONKIRYAKU,105.35318122322005,102.4550163636247,103.49655828167724,104.13205339367045
158,959,97,407,3,2,KYUREKI,105.35166765431458,102.47007308966658,103.49072625104779,104.15842261406709
159,960,101,410,3,2,KYUREKI,105.35015408540913,102.48509864448002,103.48497240359433,104.18448178107195
160,961,87,328,1,2,NIHONKIRYAKU,105.34864051650368,102.50009302806504,103.47929652449328,104.21023262707291
162,963,94,404,1,2,NIHONKIRYAKU,105.34561337869276,102.52998828154973,103.46817781205431,104.26081626594254
164,965,104,414,1,2,NIHONKIRYAKU,105.34258624088186,102.55975885012069,103.45736839514265,104.31018731109617
165,966,98,408,1,2,NIHONKIRYAKU,105.3410726719764,102.57459737756352,103.45207913545072,104.33442240020025
166,967,103,413,1,2,NIHONKIRYAKU,105.33955910307094,102.5894047337779,103.44686655516998,104.35835948001244
168,969,98,408,5,4,NIHONKIRYAKU,105.33653196526004,102.61892593252136,103.43667057354806,104.4053464272277
171,972,107,416,5,8,EST-from-WF(SHIRYO-SORAN),105.33199125854367,102.66297394642325,103.42194632611087,104.47363427176168
173,974,108,418,1,2,NIHONKIRYAKU,105.32896412073276,102.69218343288233,103.412507471542,104.51771749026062
174,975,101,411,5,2,NIHONKIRYAKU,105.32745055182731,102.70674141926922,103.40790059290373,104.53933153989334
176,977,112,422,2,2,FUSO-RYAKKI,105.3244234140164,102.73576387835767,103.39891085880184,104.58171288681905
178,979,104,414,4,3,DAINIHON-SHIRYO,105.32139627620549,102.7646616525324,103.39021839010925,104.62297634058956
184,985,94,404,4,2,SHOYUKI,105.31231486277275,102.85060686557401,103.36590739060443,104.7401917970829
188,989,100,410,4,2,SHOYUKI,105.30626058715093,102.90728024969968,103.35115487719585,104.8129877000178
190,991,104,414,7,1,EIGA-MONOGATARI(MIHATENUYUME),105.30323344934003,102.93542991439189,103.34420991060513,104.84782040640624
199,1000,105,415,3,2,MIDO-KAMPAKUKI,105.28961132919093,103.06056042969918,103.3164625355584,104.99205216608954
203,1004,117,426,3,2,MIDO-KAMPAKUKI,105.28355705356911,103.11536354011861,103.30594343857707,105.04978795895084
205,1006,100,410,1,2,NIHONKIRYAKU,105.2805299157582,103.14257806795769,103.30109584608172,105.07723366132944
206,1007,106,416,5,4,MIDO-KAMPAKUKI,105.27901634685274,103.15613857503459,103.29877428695053,105.09060641121556
213,1014,115,425,5,2,DAI-SAIIN-GYOSHU,105.26842136451455,103.25018933017655,103.2844117490094,105.17782440993557
215,1016,111,420,2,2,MIDO-KAMPAKUKI,105.26539422670365,103.27678043344689,103.28090870002715,105.20073543088762
216,1017,99,409,3,2,MIDO-KAMPAKUKI,105.2638806577982,103.2900292282394,103.27925619029945,105.21186380660669
217,1018,113,423,2,2,MIDO-KAMPAKUKI,105.26236708889274,103.30324685180348,103.27766940398264,105.22277610467285
218,1019,98,408,4,2,SHOYUKI,105.26085351998728,103.31643330413912,103.27614812625322,105.23347382930757
228,1029,116,426,1,2,REKIDAI-HENNEN-SHUSEI,105.24571783093273,103.44658340993145,103.26449106008648,105.328977652927
230,1031,97,407,4,2,SHOYUKI,105.24269069312183,103.47223937634867,103.262924267548,105.34565196414036
231,1032,111,420,5,2,NIHONKIRYAKU,105.24117712421636,103.48502060271463,103.26223505251265,105.3536953284019
232,1033,102,412,5,4,NIHONKIRYAKU,105.23966355531091,103.49777065785213,103.26160833853517,105.36154476527435
233,1034,96,406,5,8,EST-from-WF(EIGA-MONOGATARI),105.23814998640546,103.51048954176122,103.26104391079204,105.36920171997082
235,1036,104,413,5,4,NIHONKIRYAKU,105.23512284859454,103.53583379589406,103.26010105471461,105.38394394401763
240,1041,103,413,1,2,FUSO-RYAKKI,105.22755500406727,103.59864893472852,103.25881888597446,105.41753147369292
245,1046,103,413,7,1,EIGA-MONOGATARI(NEAWASE),105.21998715954,103.66068479285202,103.25905090838565,105.44659225438255
247,1048,112,421,6,3,IETSUNE-ASON-SHU,105.2169600217291,103.68528093750237,103.25956167581347,105.45698841388122
249,1050,105,415,7,2,EIGA-MONOGATARI(NEAWASE),105.21393288391818,103.70975239723897,103.26030869876655,105.46669946525759
259,1060,108,417,5,4,SHIN-SENZAI-WAKASHU,105.19879719486363,103.8302394222157,103.26752749582016,105.50536238240073
260,1061,92,402,6,4,MOROZANE-SHU,105.19728362595818,103.84211668295697,103.26856359310767,105.50835423443976
265,1066,105,415,3,2,SUISAKI,105.18971578143089,103.90103541823675,103.27458385070474,105.5210358576723
270,1071,113,423,7,2,SHUGAKKAIKI,105.18214793690362,103.95917487280559,103.28198403474345,105.53004235774523
272,1073,103,413,7,2,EIGA-MONOGATARI(MATSUNO-SHIDUE),105.17912079909271,103.98221245603406,103.28532447270358,105.53265250650242
279,1080,102,411,3,2,SUISAKI,105.16852581675452,104.06186210363795,103.29869606605533,105.53751131146265
282,1083,96,406,3,1,GONIJO-MOROMICHIKI,105.16398511003815,104.09553009847019,103.30521388831356,105.53763339346136
283,1084,120,429,5,4,ZOKU-GOSEN-WAKASHU,105.1624715411327,104.1066904209574,103.30748987227949,105.53742194698617
287,1088,104,413,3,2,GONIJO-MOROMICHIKI,105.15641726551088,104.15101999862186,103.3171049622481,105.53534862140515
289,1090,105,415,3,2,GONIJO-MOROMICHIKI,105.15339012769998,104.17299776008346,103.32221619216584,105.53359270753532
292,1093,105,415,3,2,GONIJO-MOROMICHIKI,105.14884942098361,104.20573061806259,103.33025780967971,105.53008731134088
294,1095,100,410,5,4,CHUYUKI,105.1458222831727,104.22739666723982,103.33586623017254,105.52718351660764
295,1096,96,405,3,2,GONIJO-MOROMICHIKI,105.14430871426724,104.23818293498577,103.33874399859343,105.52556517579654
297,1098,100,410,4,2,CHUYUKI,105.14128157645634,104.25966195679239,103.34464557766648,105.52200159417515
298,1099,103,413,3,1,GONIJO-MOROMICHIKI,105.13976800755088,104.27035471085303,103.34766895867155,105.52005873631839
301,1102,104,414,4,3,CHUYUKI,105.13522730083452,104.30224594566434,103.35702688967862,105.51360010967556
303,1104,108,417,4,2,DENRYAKU,105.13220016302361,104.3233509127297,103.36350318544115,105.50878108160208
304,1105,114,424,1,2,CHUYUKI,105.13068659411815,104.33385663941972,103.36681199137917,105.50622109399325
306,1107,105,415,3,2,CHUYUKI,105.12765945630724,104.35477457911445,103.37356984525098,105.50080598149583
310,1111,113,423,3,2,EISHOKI,105.12160518068542,104.39623640376266,103.38764050591887,105.48882749478224
311,1112,104,413,5,1,CHUYUKI,105.12009161177997,104.40652393185363,103.39127253314109,105.48560033255882
313,1114,100,410,4,2,DENRYAKU,105.11706447396905,104.42700547435024,103.39867231828711,105.47887491427531
316,1117,109,419,4,2,DENRYAKU,105.11252376725268,104.45749400388186,103.41010810040697,105.46812595077398
317,1118,102,412,3,2,MISSHU-KETSUMYAKUSHO,105.11101019834723,104.4675945046022,103.41400879632636,105.46437121872003
319,1120,104,413,3,2,DAIGO-ZOJIKI,105.10798306053633,104.48770199235756,103.42194205204304,105.45661080917529
322,1123,112,422,3,2,DAIGO-ZOJIKI,105.10344235381996,104.51762943977732,103.43416837295985,105.4443593757324
323,1124,98,407,3,2,DAIGO-ZOJIKI,105.1019287849145,104.52754291312704,103.4383300039291,105.4401170638044
324,1125,111,421,4,2,DAIGOJI-ZATSUYO,105.10041521600905,104.5374252152483,103.44253437219095,105.43579731681251
325,1126,108,418,4,2,DAIGOJI-ZATSUYO,105.09890164710359,104.54727634614113,103.4467812629219,105.43140121805135
326,1127,107,417,3,2,DAIGO-ZOJIKI,105.09738807819814,104.55709630580554,103.45107046129839,105.42692984688262
327,1128,111,420,3,2,DAIGO-ZOJIKI,105.09587450929268,104.5668850942415,103.45540175249684,105.42238427873241
328,1129,106,416,3,2,DAIGO-ZOJIKI,105.09436094038723,104.57664271144903,103.45977492169378,105.41776558509463
329,1130,103,413,3,2,DAIGO-ZOJIKI,105.09284737148177,104.58636915742811,103.46418975406564,105.41307483352836
330,1131,103,413,4,2,DAIGOJI-ZATSUYO,105.09133380257632,104.59606443217876,103.4686460347889,105.40831308765888
333,1134,106,416,4,2,DAIGOJI-ZATSUYO,105.08679309585996,104.62496322906009,103.48226141883165,105.39361246147763
338,1139,113,423,4,2,DAIGOJI-ZATSUYO,105.07922525133267,104.6725044659602,103.5057626424008,105.36778966265553
339,1140,103,412,3,2,DAIGO-ZOJIKI,105.07771168242722,104.68191919965491,103.5105822912275,105.36243618210943
340,1141,111,421,4,2,DAIGOJI-ZATSUYO,105.07619811352177,104.6913027621212,103.51544124017022,105.35702212714949
342,1143,110,420,4,2,DAIGOJI-ZATSUYO,105.07317097571085,104.70997637336843,103.52527617910962,105.34601637146699
344,1145,107,417,5,2,TAIKI,105.07014383789995,104.72852529970191,103.53526574063078,105.33478051122171
350,1151,109,419,7,8,EST-from-WF(HONCHO-SEIKI),105.06106242446722,104.78342396921988,103.5661449748017,105.29977251511644
353,1154,96,406,5,2,TAIKI,105.05652171775085,104.81045249239497,103.58208614227638,105.28158603173023
355,1156,90,330,2,2,,105.05349457993994,104.82831565170284,103.59289540823144,105.26922685025585
358,1159,103,413,4,2,DAIGOJI-ZATSUYO,105.04895387322358,104.85487660645136,103.60937774215117,105.25035505544128
360,1161,112,422,4,2,DAIGOJI-ZATSUYO,105.04592673541266,104.87242805347483,103.62054241514791,105.23756296772041
362,1163,112,422,4,2,DAIGOJI-ZATSUYO,105.04289959760176,104.88985481558458,103.63184624343177,105.22461098355876
363,1164,100,409,4,2,DAIGOJI-ZATSUYO,105.04138602869631,104.8985214397968,103.63754980374756,105.21807737220576
364,1165,106,416,4,2,DAIGOJI-ZATSUYO,105.03987245979084,104.90715689278058,103.64328750841453,105.21150658914638
365,1166,95,405,4,2,DAIGOJI-ZATSUYO,105.03835889088539,104.91576117453592,103.64905914260915,105.20489956032105
366,1167,111,421,4,2,DAIGOJI-ZATSUYO,105.03684532197994,104.92433428506283,103.65486449150788,105.19825720773343
368,1169,112,422,4,2,DAIGOJI-ZATSUYO,105.03381818416902,104.94138699243132,103.66657547412355,105.18487019962532
369,1170,113,423,4,2,DAIGOJI-ZATSUYO,105.03230461526357,104.9498665892729,103.67248067819341,105.17812736844513
371,1172,103,412,4,2,DAIGOJI-ZATSUYO,105.02927747745267,104.96673226927078,103.68438943773951,105.16454758318179
372,1173,117,427,4,2,DAIGOJI-ZATSUYO,105.0277639085472,104.97511835242705,103.6903925635687,105.15771242983664
373,1174,112,422,4,2,DAIGOJI-ZATSUYO,105.02625033964175,104.98347326435488,103.69642790033724,105.1508482966172
374,1175,113,423,4,2,DAIGOJI-ZATSUYO,105.0247367707363,104.9917970050543,103.70249523322161,105.14395607405771
375,1176,113,422,3,2,TAKAKURAIN-ANGEN-ONGAKI,105.02322320183085,105.00008957452526,103.70859434739826,105.13703664875828
378,1179,103,413,1,2,SANKAIKI,105.01868249511448,105.02478025556753,103.72708022944667,105.11612396341587
379,1180,98,407,5,1,MEIGETSUKI,105.01716892620902,105.03294814012474,103.73330432055717,105.1091045144812
381,1182,104,414,6,4,TSUKIMOUDE-WAKASHU(PART-3),105.0141417883981,105.04919039555386,103.74584440947845,105.09499799336794
382,1183,101,411,4,2,DAIGOJI-ZATSUYO,105.01262821949265,105.05726476642577,103.7521599776422,105.08791264324924
383,1184,115,424,5,1,GYOKUYO,105.0111146505872,105.06530796606924,103.75850560850992,105.08080704157129
384,1185,115,425,3,2,DAIGO-ZOJIKI,105.00960108168175,105.07331999448427,103.76488108725813,105.07368203953098
386,1187,104,414,4,2,SAKURAE-RUIJU,105.00657394387083,105.08925053762901,103.77772072910187,105.05937721947015
387,1188,107,416,3,2,SAKURAE-RUIJU,105.00506037496538,105.09716905235874,103.78418446255029,105.0521990841716
389,1190,112,422,5,4,SHUGYOKU-SHU,105.00203323715446,105.11291256813286,103.7971986803826,105.03779554033525
390,1191,106,416,3,2,GYOKUYO,105.00051966824901,105.12073756917727,103.80374873511946,105.0305717909153
393,1194,119,429,4,2,NAKASUKEOKI,104.99597896153266,105.14402554493985,103.82356810473013,105.0088225047395
398,1199,109,419,4,1,INOKUMA-KAMPAKUKI,104.98841111700537,105.18221541330875,103.85715151600317,104.97236227943569
399,1200,104,413,4,1,INOKUMA-KAMPAKUKI,104.98689754809992,105.18975987329722,103.86394893413427,104.96504574031673
400,1201,96,406,5,4,INOKUMA-KAMPAKUKI,104.98538397919447,105.19727316205726,103.87077276296925,104.95772288494703
401,1202,106,416,5,1,MEIGETSUKI,104.98387041028901,105.20475527958884,103.87762278768459,104.95039449764596
402,1203,105,415,3,2,(SHIRYO-SORAN),104.98235684138355,105.212206225892,103.8844987934568,104.94306135879873
403,1204,110,419,5,2,MEIGETSUKI,104.9808432724781,105.21962600096671,103.8914005654623,104.93572424485666
404,1205,105,415,5,2,MEIGETSUKI,104.97932970357265,105.22701460481301,103.89832788887756,104.9283839283359
406,1207,104,414,5,2,MEIGETSUKI,104.97630256576173,105.24169829882025,103.91225833064324,104.91369675796108
409,1210,112,422,3,2,ASUKAI-SHU,104.97176185904537,105.26349005561785,103.93334025827659,104.89166106979718
411,1212,98,407,5,2,GYOKUSOU,104.96873472123445,105.27786203734073,103.94751654708084,104.87697610584502
412,1213,107,417,3,2,SHIKIN-WAKASO,104.967221152329,105.2850012713595,103.95464054812693,104.86963750725607
413,1214,102,412,3,2,(SHIRYO-SORAN),104.96570758342355,105.29210933414984,103.96178816717097,104.86230248171915
414,1215,108,418,5,2,MICHIIEKO-MARINIKKI,104.9641940145181,105.29918622571175,103.96895918938941,104.85497176241341
415,1216,101,410,5,4,JUNTOKUIN-GYOSHU,104.96268044561263,105.30623194604522,103.97615339995875,104.84764607858273
418,1219,101,411,5,4,JUNTOKUIN-GYOSHU,104.95813973889628,105.32718207967501,103.99787301353662,104.82570647337735
419,1220,109,418,7,9,EST-from-KJ(NORIMUNE-SHU),104.95662616999081,105.33410311509473,104.00515782927411,104.81840814521405
420,1221,99,409,5,4,SHUI-GUSO,104.95511260108536,105.34099297928601,104.01246475924479,104.81111843973946
422,1223,116,426,5,4,MITSUTSUNE-SHU,104.95208546327446,105.35467919398326,104.02714410259156,104.79656771548747
424,1225,105,415,5,1,MEIGETSUKI,104.94905832546354,105.36824072376677,104.04190932498872,104.78205989854422
425,1226,106,416,5,2,MEIGETSUKI,104.94754475655809,105.37497473181587,104.04932360377234,104.77482381245278
426,1227,111,421,5,2,MEIGETSUKI,104.94603118765264,105.38167756863652,104.05675870784792,104.76760052388835
428,1229,97,407,5,2,MEIGETSUKI,104.94300404984172,105.39498972859252,104.07169053258096,104.75319506355851
429,1230,102,412,1,1,MEIGETSUKI,104.94149048093627,105.40159905172787,104.07918682359129,104.74601424406666
430,1231,101,411,4,1,MINKEIKI,104.93997691203082,105.40817720363478,104.08670308059948,104.73884892664881
431,1232,92,401,5,1,MINKEIKI,104.93846334312536,105.41472418431326,104.09423908878196,104.73169977760853
432,1233,105,415,5,2,MEIGETSUKI,104.9369497742199,105.4212399937633,104.10179463331522,104.7245674593126
434,1235,110,420,5,1,MEIGETSUKI,104.933922636409,105.43417809897804,104.1169634721399,104.71035594475978
435,1236,87,327,7,4,SHIIBA-WAKASHU,104.93240906750354,105.44060039474276,104.12457633678427,104.7032780535697
439,1240,106,415,5,2,SAMPOIN-MONJO,104.92635479188172,105.46597786551727,104.15521241769262,104.6751673049194
443,1244,108,417,4,2,HEIKOKI,104.9203005162599,105.49085659663679,104.18613358280078,104.64740828672467
444,1245,108,418,4,2,HEIKOKI,104.91878694735445,105.49699835134557,104.19390680730753,104.64052817015585
445,1246,98,408,5,1,MASUKAGAMI,104.91727337844898,105.50310893482592,104.20169677545908,104.63367313713496
446,1247,106,416,1,2,ZOKU-HONCHOTSUKAN,104.91575980954353,105.50918834707784,104.2095032724319,104.62684379495607
448,1249,108,418,3,2,BENN-NO-NAISHI-NIKKI,104.91273267173263,105.52125365789634,104.22516499354718,104.61326459262881
449,1250,116,426,3,1,BENN-NO-NAISHI-NIKKI,104.91121910282716,105.52723955646294,104.23301978804263,104.60651592739868
450,1251,100,410,3,1,BENN-NO-NAISHI-NIKKI,104.90970553392171,105.5331942838011,104.2408902520652,104.59979534284577
453,1254,110,420,4,2,SAKURAE-RUIJU,104.90516482720535,105.55087143844496,104.26459351306029,104.57980792982943
456,1257,94,404,3,2,TSUNETOSHI-KYOKI,104.90062412048898,105.56826805203288,104.2884300661523,104.56009416135288
458,1259,96,406,3,1,MASUKAGAMI,104.89759698267807,105.57970993828263,104.30439228839813,104.54711125962314
461,1262,97,407,7,9,EST-from-KJ(KUJOKE-REKISEI-KIROKU),104.89305627596171,105.596638983444,104.32843810557286,104.52788748531378
462,1263,120,430,1,2,ZOKU-HONCHOTSUKAN,104.89154270705625,105.6022196560409,104.33647984768523,104.52154857849524
463,1264,103,412,5,2,ZOKU-SHIGUSHO,104.8900291381508,105.60776915740938,104.34453446661875,104.51524508462597
464,1265,98,408,6,4,TAMEIE-SHU,104.88851556924534,105.61328748754941,104.35260174754993,104.50897754019053
466,1267,105,415,4,2,MISININ-KAMPAKUKI,104.88548843143442,105.62423063414418,104.36877343611101,104.4965524258842
467,1268,103,412,6,4,TAMEIE-SHU,104.88397486252897,105.6296554505989,104.3768774140939,104.4903959093113
468,1269,100,410,3,4,ZOKU-SHIGUSHO,104.88246129362352,105.6350490958252,104.38499319478024,104.48427744876807
470,1271,100,410,5,4,DAINAGON-TAMEIE-SHU,104.87943415581262,105.64574287259245,104.40125930496927,104.4721567590903
474,1275,107,417,7,3,TOWAZUGATARI,104.8733798801908,105.66675637138573,104.4339237055537,104.44839452833838
477,1278,113,423,1,2,ZOKU-SHIGUSHO(DAIGO),104.86883917347443,105.68218919758209,104.4585308967312,104.43100780133881
478,1279,101,411,3,2,KANCHUKI,104.86732560456898,105.687271130524,104.46675288915802,104.42529767677416
479,1280,102,411,5,2,HARUNO-MIYAMAJI,104.86581203566351,105.69232189223749,104.47498432122944,104.41963107682994
482,1283,103,413,3,2,(SHIRYO-SORAN),104.86127132894715,105.70728715000729,104.49973310707595,104.40289714046804
483,1284,102,411,3,1,NAKANOTSUKASA-NIKKI,104.8597577600417,105.71221322680701,104.50800014949044,104.39740933508239
484,1285,105,415,1,2,ZOKU-HONCHOTSUKAN,104.85824419113624,105.71710813237829,104.51627555743185,104.391967382686
485,1286,112,422,1,2,ZOKU-SHIGUSHO,104.85673062223078,105.72197186672115,104.52455911607663,104.38657173715029
486,1287,110,420,3,2,SANEMI-KYOKI,104.85521705332533,105.72680442983557,104.53285061060127,104.3812228484133
487,1288,108,417,3,2,NAKANOTSUKASA-NIKKI,104.85370348441988,105.73160582172153,104.54114982618223,104.37592116247885
488,1289,107,417,3,4,NAKANOTSUKASA-NIKKI,104.85218991551442,105.73637604237908,104.54945654799599,104.37066712141831
491,1292,107,416,4,2,SANEMI-KYOKI,104.84764920879806,105.75049967698106,104.57441960259852,104.35519522916655
493,1294,101,411,3,2,KANCHUKI,104.84462207098714,105.7597595772402,104.59109523173267,104.34512678629363
494,1295,102,412,4,2,(DAINIHON-SHIRYO),104.84310850208169,105.76434277052712,104.59944247964884,104.34016767764746
500,1301,95,405,4,4,SANEMI-KYOKI,104.83402708864897,105.79118733445142,104.64964450015094,104.3114904725773
501,1302,96,406,1,2,ZOKU-SHIGUSHO,104.8325135197435,105.79555232913927,104.65802925404913,104.30689425333384
506,1307,104,414,1,2,ZOKU-SHIGUSHO,104.82494567521623,105.81690973415198,104.70001620761857,104.28472207130227
510,1311,94,404,3,2,ENTAIRYAKU,104.8188913995944,105.83343457605028,104.73366870195628,104.26797735731617
511,1312,100,409,3,2,HANAZONOTENNO-SHINKI,104.81737783068895,105.83748785845376,104.7420887758282,104.26393211175895
513,1314,101,411,3,2,HANAZONOTENNO-SHINKI,104.81435069287805,105.84550090957539,104.75893576015233,104.2560131875378
514,1315,111,421,3,2,ZOKU-SHIGUSHO,104.81283712397259,105.84946067829355,104.76736224095744,104.25214019238518
515,1316,103,412,1,2,ZOKU-SHIGUSHO,104.81132355506713,105.85338927578329,104.77579042775986,104.24832529098973
516,1317,102,412,2,2,HANAZONOTENNO-SHINKI,104.80980998616168,105.85728670204458,104.78422010573605,104.24456881527288
518,1319,116,426,3,2,HANAZONOTENNO-SHINKI,104.80678284835076,105.86498804088185,104.80108307591576,104.23723244888839
520,1321,102,412,3,2,HANAZONOTENNO-SHINKI,104.80375571053986,105.87256469480538,104.81794943290815,104.2301336699233
521,1322,106,416,1,2,HANAZONOTENNO-SHINKI,104.80224214163441,105.87630626492447,104.82638334440028,104.22667416372889
522,1323,124,504,1,2,HANAZONOTENNO-SHINKI,104.80072857272894,105.88001666381516,104.83481745812499,104.22327499212787
523,1324,98,407,5,4,HANAZONOTENNO-SHINKI,104.79921500382349,105.88369589147737,104.84325155925872,104.21993645950414
525,1326,107,417,1,2,ZOKU-SHIGUSHO,104.79618786601259,105.89096083311652,104.86011886445921,104.21344250905605
528,1329,112,422,7,9,EST-from-KJ(SHOKA-WAKASHU),104.79164715929622,105.90162446136196,104.8854143572393,104.2041637591139
529,1330,108,418,7,4,RINEI-WAKASHU,104.79013359039077,105.90511666165357,104.89384387153304,104.20119523212037
530,1331,112,422,1,2,ZOKU-SHIGUSHO,104.78862002148531,105.90857769071673,104.90227186947104,104.19828936464211
531,1332,115,424,1,2,ZOKU-HONCHOTSUKAN,104.78710645257985,105.91200754855146,104.91069813622983,104.19544642959323
541,1342,110,420,3,2,MICHIFUYU-KYOKI,104.7719707635253,105.9445917093347,104.99481832778137,104.17053559076459
543,1344,102,411,1,2,ZOKU-SHIGUSHO,104.7689436257144,105.95073448675012,105.01160010958722,104.16633390893884
545,1346,107,417,1,2,ENTAIRYAKU,104.76591648790348,105.95675257925177,105.02836379585217,104.16239671242244
546,1347,109,419,1,2,MOROMORIKI,104.76440291899803,105.95971486865993,105.03673831609801,104.16052783829156
548,1349,112,422,3,2,ZOKU-SHIGUSHO,104.76137578118711,105.96554593379096,105.05347163669875,104.15699058813885
549,1350,101,411,3,2,(SHIRYO-SORAN),104.75986221228166,105.96841470951381,105.06183000740654,104.15532262025584
550,1351,115,425,3,2,(SHIRYO-SORAN),104.75834864337621,105.97125231400824,105.07018256528792,104.1537220227047
555,1356,117,426,3,2,MOROMORIKI,104.75078079884894,105.98497276805378,105.11185064347482,104.14673625046402
556,1357,107,417,2,2,ENTAIRYAKU,104.74926722994348,105.98762334517758,105.12016381310343,104.14554381615113
557,1358,110,420,3,2,GUKANKI,104.74775366103802,105.99024275107294,105.1284696661409,104.1444200292031
558,1359,105,415,3,2,GUKANKI,104.74624009213257,105.99283098573986,105.13676798776365,104.14336505631769
559,1360,101,410,3,2,GUKANKI,104.74472652322711,105.99538804917833,105.14505856314817,104.1423790602575
560,1361,108,418,3,2,GUKANKI,104.74321295432166,105.99791394138839,105.1533411774709,104.14146219985349
562,1363,107,417,3,2,MOROMORIKI,104.74018581651075,106.00287221212315,105.1698816636369,104.1398365016633
563,1364,110,419,3,2,MOROMORIKI,104.7386722476053,106.00530459064788,105.17813910583308,104.13912796186702
565,1366,112,422,2,2,ZOKU-HONCHOTSUKAN,104.73564510979438,106.01007583401204,105.1946273143342,104.13792021634453
566,1367,97,407,3,2,GUKANKI,104.73413154088892,106.01241469885147,105.20285765099202,104.13742128500525
567,1368,88,328,3,1,GUKANKI,104.73261797198347,106.01472239246246,105.21107852282334,104.1369924909813
568,1369,94,404,3,2,GOGUMAISHO,104.73110440307802,106.016998914845,105.21928971500462,104.13663396163219
569,1370,109,419,3,2,GOGUMAISHO,104.72959083417255,106.0192442659991,105.2274910127123,104.13634582038281
571,1372,102,411,7,8,EST-from-WF(GUKANKI),104.72656369636165,106.02364145462201,105.24386306541268,104.13598117621194
572,1373,110,420,3,2,GUKANKI,104.7250501274562,106.02579329209081,105.25203339075838,104.13590490047073
574,1375,103,413,3,2,GUKANKI,104.72202298964528,106.03000345334308,105.26834156532297,104.1359649801239
575,1376,99,408,3,2,GUKANKI,104.72050942073983,106.03206177712657,105.27647898489481,104.13610153909434
576,1377,105,415,5,1,KUJO-TADAMOTO-NIKKI,104.71899585183438,106.03408892968162,105.28460500622833,104.1363092399892
577,1378,104,414,3,2,(SHIRYO-SORAN),104.71748228292893,106.03608491100823,105.2927194145,104.13658817476204
