,AD,Full-flowering date (DOY),Full-flowering date,Source code,Data type code,Reference Name,trendline_degree1,trendline_degree2,trendline_degree3,trendline_degree4
1018,1819,106,416,3,1,RAI-BAISHI-NIKKI,104.04999839562325,103.87833358130504,104.64766815483787,106.24116772380029
1019,1820,95,404,3,2,RAI-SANYO-NIPPU,104.0484848267178,103.86655187966232,104.62961772116245,106.22493385534966
1020,1821,109,419,4,2,SANEHISA-KYOKI,104.04697125781233,103.85473900679116,104.6114605075989,106.20842507355252
1021,1822,102,412,3,2,RAI-SANYO-NIPPU,104.04545768890688,103.84289496269156,104.59319629932374,106.19163972371422
1022,1823,106,416,3,2,RAI-SANYO-NIPPU,104.04394412000143,103.83101974736351,104.57482488151336,106.17457614720769
1023,1824,108,417,3,1,RAI-BAISHI-NIKKI,104.04243055109598,103.81911336080705,104.55634603934432,106.15723268146797
1024,1825,114,424,4,2,SANEHISA-KYOKI,104.04091698219051,103.80717580302213,104.537759557993,106.13960765999894
1025,1826,109,419,3,2,RAI-SANYO-NIPPU,104.03940341328506,103.79520707400879,104.51906522263592,106.12169941236954
1026,1827,100,410,3,2,RAI-BAISHI-NIKKI,104.0378898443796,103.78320717376701,104.50026281844944,106.10350626421683
1027,1828,113,422,3,2,RAI-SANYO-NIPPU,104.03637627547415,103.77117610229678,104.48135213061019,106.08502653724025
1028,1829,112,422,3,1,RAI-BAISHI-NIKKI,104.03486270656869,103.75911385959812,104.46233294429452,106.06625854920827
1029,1830,105,415,3,2,RAI-SANYO-NIPPU,104.03334913766324,103.74702044567103,104.4432050446789,106.04720061395409
1030,1831,114,424,3,2,RAI-SANYO-NIPPU,104.03183556875778,103.73489586051548,104.42396821693981,106.02785104137905
1031,1832,113,422,3,1,GAKUSUI-NIKKI,104.03032199985233,103.7227401041315,104.4046222462538,106.00820813744889
1032,1833,107,417,3,2,GAKUSUI-NIKKI,104.02880843094687,103.7105531765191,104.38516691779716,105.98827020419361
1033,1834,111,421,3,2,SUGIURAKE-NIKKI,104.02729486204142,103.69833507767825,104.36560201674645,105.96803553971318
1034,1835,112,422,3,2,SUGIURAKE-NIKKI,104.02578129313596,103.68608580760898,104.34592732827821,105.94750243817185
1035,1836,112,421,4,1,FUDEMAKASE,104.02426772423051,103.67380536631126,104.32614263756881,105.92666918980007
1036,1837,111,421,3,2,SUGIURAKE-NIKKI,104.02275415532506,103.66149375378508,104.30624772979469,105.90553408089255
1037,1838,109,419,3,2,SUGIURAKE-NIKKI,104.0212405864196,103.64915097003049,104.28624239013236,105.88409539381422
1038,1839,120,430,3,2,SUGIURAKE-NIKKI,104.01972701751414,103.63677701504744,104.26612640375836,105.86235140699335
1039,1840,105,414,3,2,SUGIURAKE-NIKKI,104.01821344860869,103.62437188883598,104.245899555849,105.84030039492444
1040,1841,107,417,3,2,KYOJIN-HOSSINNO-NIKKI,104.01669987970324,103.61193559139608,104.22556163158085,105.81794062816749
1041,1842,96,406,3,2,KYOJIN-HOSSINNO-NIKKI,104.01518631079777,103.59946812272773,104.20511241613033,105.79527037334987
1042,1843,106,416,4,1,SANEAKIRA-KYOKI,104.01367274189232,103.58696948283094,104.18455169467394,105.77228789316626
1043,1844,106,415,4,2,SANEAKIRA-KYOKI,104.01215917298687,103.57443967170572,104.16387925238811,105.74899144637465
1044,1845,102,412,4,2,SANEAKIRA-KYOKI,104.01064560408142,103.56187868935206,104.14309487444935,105.7253792878002
1045,1846,98,408,4,4,TEIEN-EISO,104.00913203517595,103.54928653576997,104.12219834603403,105.70144966833476
1046,1847,107,417,1,1,MADENOKOJI-NIKKI,104.0076184662705,103.53666321095943,104.10118945231874,105.67720083493595
1047,1848,102,411,3,2,MIAKE-SHONOSUKE-NIKKI,104.00610489736505,103.52400871492046,104.08006797847982,105.65263103062722
1048,1849,100,410,4,1,SANEAKIRA-KYOKI,104.0045913284596,103.51132304765305,104.05883370969387,105.62773849449894
1049,1850,109,419,3,1,SUGIURAKE-NIKKI,104.00307775955415,103.4986062091572,104.03748643113722,105.6025214617053
1050,1851,102,412,1,2,MADENOKOJI-NIKKI,104.00156419064868,103.48585819943293,104.01602592798642,105.5769781634711
1051,1852,113,422,4,1,SADANAKA-KYOKI,104.00005062174323,103.4730790184802,103.9944519854179,105.55110682708226
1052,1853,102,412,1,1,MADENOKOJI-NIKKI,103.99853705283778,103.46026866629904,103.97276438860814,105.52490567589331
1053,1854,102,412,3,2,TAKOYAKUSHI-MACHINIKKI,103.99702348393232,103.44742714288944,103.95096292273365,105.49837292932472
1054,1855,101,411,4,1,SADANAKA-KYOKI,103.99550991502686,103.43455444825142,103.92904737297077,105.4715068028633
1055,1856,111,420,7,1,TAKAGI-ZAICHU-NIKKI,103.9939963461214,103.42165058238494,103.90701752449611,105.44430550806163
1056,1857,108,418,4,1,HANA-NO-SHITABUSHI,103.99248277721595,103.40871554529002,103.884873162486,105.41676725253711
1057,1858,104,414,7,1,TAKAGI-ZAICHU-NIKKI,103.9909692083105,103.39574933696669,103.862614072117,105.38889023997598
1058,1859,110,420,3,2,NAKAYAMAISAKO-NIKKI,103.98945563940504,103.3827519574149,103.84024003856551,105.36067267012885
1059,1860,113,422,7,2,TAKAGI-ZAICHU-NIKKI,103.98794207049959,103.36972340663468,103.81775084700806,105.33211273881255
1060,1861,100,410,7,1,TAKAGI-ZAICHU-NIKKI,103.98642850159413,103.35666368462603,103.79514628262106,105.30320863790854
1061,1862,117,427,3,2,KOMEI-TENNOKI,103.98491493268868,103.34357279138892,103.77242613058102,105.27395855536776
1062,1863,118,428,4,4,YATAKA-SHU,103.98340136378323,103.3304507269234,103.74959017606437,105.24436067520554
1063,1864,105,414,1,1,MADENOKOJI-NIKKI,103.98188779487776,103.31729749122943,103.7266382042476,105.21441317750276
1064,1865,97,407,7,1,TAKAGI-ZAICHU-NIKKI,103.98037422597231,103.30411308430702,103.70357000030711,105.18411423840729
1065,1866,102,412,3,2,KOMEI-TENNOKI,103.97886065706686,103.29089750615617,103.68038534941947,105.1534620301307
1066,1867,101,411,4,2,OZAKITADAMASA-NIKKI,103.97734708816141,103.2776507567769,103.65708403676103,105.12245472095543
1067,1868,104,413,7,2,GAKKAI-NICHIROKU,103.97583351925594,103.26437283616917,103.63366584750834,105.09109047522583
1068,1869,105,415,7,2,TAKAGI-ZAICHU-NIKKI,103.97431995035049,103.25106374433301,103.61013056683785,105.05936745335481
1069,1870,99,409,7,1,TAKAGI-ZAICHU-NIKKI,103.97280638144504,103.23772348126843,103.58647797992602,105.02728381181856
1070,1871,104,414,7,1,TAKAGI-ZAICHU-NIKKI,103.97129281253959,103.22435204697538,103.56270787194931,104.99483770316243
1072,1873,104,414,7,2,HAYAMIKE-NIKKI,103.96826567472867,103.19751566470401,103.51481423350705,104.92885067499907
1073,1874,107,417,7,2,HAYAMIKE-NIKKI,103.96675210582322,103.18405071672566,103.49069027339442,104.89530604090868
1074,1875,103,413,7,2,HAYAMIKE-NIKKI,103.96523853691777,103.17055459751889,103.46644793292285,104.86139151053573
1075,1876,111,420,7,2,HAYAMIKE-NIKKI,103.9637249680123,103.15702730708367,103.44208699726863,104.82710521675625
1076,1877,104,414,3,1,SUGIURAKE-NIKKI,103.96221139910685,103.14346884542002,103.41760725160836,104.79244528850944
1077,1878,101,411,7,2,HAYAMIKE-NIKKI,103.9606978302014,103.12987921252792,103.39300848111843,104.75740985080193
1078,1879,102,412,3,2,SUGIURAKE-NIKKI,103.95918426129595,103.11625840840739,103.36829047097541,104.72199702470749
1079,1880,110,419,3,2,SUGIURAKE-NIKKI,103.9576706923905,103.10260643305841,103.34345300635557,104.68620492736494
1080,1881,112,422,3,1,UEKI-SHISEI-NIKKI,103.95615712348503,103.08892328648102,103.31849587243556,104.6500316719791
1081,1882,97,407,3,1,SUGIURAKE-NIKKI,103.95464355457958,103.07520896867517,103.29341885439176,104.61347536782233
1082,1883,107,417,3,2,SUGIURAKE-NIKKI,103.95312998567412,103.06146347964089,103.26822173740064,104.57653412022972
1083,1884,109,418,3,2,SUGIURAKE-NIKKI,103.95161641676867,103.04768681937817,103.24290430663869,104.539206030608
1084,1885,113,423,4,2,NEWS-PAPER(ARASHIYAMA),103.9501028478632,103.03387898788702,103.21746634728234,104.50148919642476
1085,1886,108,418,3,2,SUGIURAKE-NIKKI,103.94858927895775,103.02003998516743,103.19190764450815,104.4633817112155
1086,1887,109,419,4,2,NEWS-PAPER(ARASHIYAMA),103.9470757100523,103.0061698112194,103.16622798349239,104.42488166458276
1087,1888,107,416,4,0,NEWS-PAPER(ARASHIYAMA),103.94556214114685,102.99226846604293,103.14042714941172,104.38598714219455
1088,1889,109,419,4,0,NEWS-PAPER(ARASHIYAMA),103.94404857224139,102.97833594963802,103.11450492744251,104.34669622578525
1089,1890,98,408,4,0,UEKI-SHISEI-NIKKI,103.94253500333593,102.96437226200469,103.08846110276127,104.30700699315372
1090,1891,99,409,4,0,NEWS-PAPER(ARASHIYAMA),103.94102143443048,102.9503774031429,103.06229546054436,104.26691751816617
1091,1892,115,424,4,0,NEWS-PAPER(ARASHIYAMA),103.93950786552503,102.93635137305269,103.03600778596841,104.22642587075683
1092,1893,109,419,4,0,NEWS-PAPER(ARASHIYAMA),103.93799429661956,102.92229417173402,103.00959786420971,104.18553011692376
1093,1894,98,408,4,0,NEWS-PAPER(ARASHIYAMA),103.93648072771411,102.90820579918693,102.98306548044489,104.1442283187285
1095,1896,106,415,4,0,NEWS-PAPER(ARASHIYAMA),103.93345358990321,102.87993554040744,102.9296324676024,104.06039881784983
1096,1897,106,416,4,0,NEWS-PAPER(ARASHIYAMA),103.93194002099776,102.86575365417504,102.90273140887771,104.01786721962475
1097,1898,108,418,4,0,NEWS-PAPER(ARASHIYAMA),103.93042645209229,102.85154059671419,102.8757070288527,103.97492178595922
1098,1899,99,409,4,0,NEWS-PAPER(ARASHIYAMA),103.92891288318684,102.83729636802491,102.8485591127038,103.93156055924686
1099,1900,102,412,4,0,NEWS-PAPER(ARASHIYAMA),103.92739931428139,102.8230209681072,102.82128744560745,103.88778157795213
1100,1901,102,412,4,0,NEWS-PAPER(ARASHIYAMA),103.92588574537594,102.80871439696105,102.79389181274024,103.84358287659944
1101,1902,98,408,4,0,KYOTO-TETUDO-KANRIKYOKU ADV(ARASHIYAMA),103.92437217647047,102.79437665458644,102.76637199927848,103.79896248578297
1102,1903,99,409,4,0,NEWS-PAPER(ARASHIYAMA),103.92285860756502,102.78000774098342,102.73872779039871,103.75391843216272
1103,1904,108,417,4,0,NEWS-PAPER(ARASHIYAMA),103.92134503865957,102.76560765615196,102.71095897127738,103.70844873846369
1104,1905,105,415,4,0,NEWS-PAPER(ARASHIYAMA),103.91983146975412,102.75117640009205,102.68306532709097,103.66255142347876
1105,1906,105,415,4,0,KYOTO-TETUDO-KANRIKYOKU ADV(ARASHIYAMA),103.91831790084865,102.73671397280371,102.65504664301594,103.61622450206465
1106,1907,103,413,4,0,KYOTO-TETUDO-KANRIKYOKU ADV(ARASHIYAMA),103.9168043319432,102.72222037428693,102.62690270422875,103.5694659851452
1107,1908,102,411,4,0,TETUDOUIN AVD(ARASHIYAMA),103.91529076303775,102.70769560454171,102.59863329590586,103.52227387971169
1108,1909,108,418,4,0,TETUDOUIN AVD(ARASHIYAMA),103.9137771941323,102.69313966356806,102.57023820322375,103.4746461888198
1109,1910,104,414,4,0,TETUDOUIN AVD(ARASHIYAMA),103.91226362522684,102.67855255136598,102.54171721135882,103.42658091159018
1110,1911,98,408,4,0,ARASHIYAMA-TETSUDO ADV(ARASHIYAMA),103.91075005632138,102.66393426793545,102.51307010548764,103.3780760432133
1111,1912,105,414,4,0,TETUDOUIN AVD(ARASHIYAMA),103.90923648741592,102.64928481327648,102.48429667078656,103.32912957494324
1112,1913,103,413,4,0,SEIBU-TETSUDO-KANRIKYOKU ADV(ARASHIYAMA),103.90772291851047,102.63460418738907,102.45539669243215,103.2797394940996
1113,1914,102,412,4,0,KOBE-TETSUDO-KANRIKYOKU ADV(ARASHIYAMA),103.90620934960502,102.61989239027324,102.42636995560079,103.22990378406968
1114,1915,102,412,4,0,NEWS-PAPER(ARASHIYAMA),103.90469578069956,102.60514942192896,102.39721624546907,103.17962042430605
1115,1916,112,421,4,0,SEIBU-TETSUDO-KANRIKYOKU ADV(ARASHIYAMA),103.9031822117941,102.59037528235623,102.36793534721329,103.1288873903282
1116,1917,103,413,4,0,NEWS-PAPER(ARASHIYAMA),103.90166864288865,102.5755699715551,102.33852704600997,103.07770265372147
1117,1918,104,414,4,0,SEKI-HAJIME-NIKKI,103.9001550739832,102.5607334895255,102.30899112703568,103.02606418213571
1119,1920,104,413,4,0,NEWS-PAPER(ARASHIYAMA),103.89712793617228,102.530967011781,102.24953557647969,102.92141788496286
1121,1922,101,411,4,0,KAJII-MOTOJIRO-SHOKAN,103.89410079836138,102.50107584912277,102.18956697695712,102.81493216134373
1122,1923,97,407,4,0,NEWS-PAPER(ARASHIYAMA),103.89258722945593,102.48608351095099,102.1593897467745,102.76099439194644
1123,1924,111,420,4,0,MITAMURA-ENGYO-NIKKI(ARASHIYAMA),103.89107366055046,102.47106000155078,102.12908360987961,102.70659061086423
1124,1925,108,418,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA),103.88956009164501,102.45600532092212,102.09864835144892,102.65171875821414
1125,1926,108,418,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA),103.88804652273956,102.44091946906504,102.06808375665891,102.59637677017434
1126,1927,107,417,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA),103.8865329538341,102.42580244597951,102.03738961068595,102.54056257899009
1127,1928,107,416,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA),103.88501938492864,102.41065425166555,102.00656569870667,102.48427411297422
1128,1929,103,413,4,0,SHIN-KEIHAN RAILWAY ADV(ARASHIYAMA),103.88350581602319,102.39547488612314,101.97561180589737,102.4275092965052
1129,1930,95,405,4,0,SHIN-KEIHAN RAILWAY ADV(ARASHIYAMA),103.88199224711774,102.3802643493523,101.94452771743468,102.37026605002865
1130,1931,105,415,4,0,NEWS-PAPER(ARASHIYAMA),103.88047867821228,102.36502264135302,101.91331321849489,102.31254229005293
1131,1932,105,414,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA),103.87896510930682,102.34974976212531,101.88196809425465,102.25433592915539
1132,1933,106,416,3,0,NEWS-PAPER(ARASHIYAMA),103.87745154040137,102.33444571166916,101.85049212989024,102.19564487597978
1133,1934,104,414,4,0,NEWS-PAPER(ARASHIYAMA),103.87593797149592,102.31911048998458,101.8188851105782,102.13646703523335
1134,1935,102,412,3,0,NHK(ARASHIYAMA),103.87442440259046,102.30374409707156,101.78714682149506,102.07680030769171
1135,1936,111,420,3,0,NHK(ARASHIYAMA),103.872910833685,102.28834653293009,101.75527704781722,102.01664259019611
1136,1937,100,410,4,0,NEWS-PAPER(ARASHIYAMA),103.87139726477955,102.27291779756018,101.72327557472113,101.95599177565401
1137,1938,98,408,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA),103.8698836958741,102.25745789096186,101.69114218738326,101.89484575303817
1138,1939,104,414,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA),103.86837012696864,102.24196681313506,101.65887667098016,101.83320240738652
1139,1940,110,419,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA),103.86685655806319,102.22644456407986,101.62647881068817,101.77105961980652
1140,1941,100,410,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA),103.86534298915772,102.21089114379622,101.59394839168382,101.70841526747034
1141,1942,96,406,7,0,ASADA-TAKASHI-NIKKI,103.86382942025227,102.19530655228412,101.56128519914357,101.64526722361319
1142,1943,101,411,7,0,ASADA-TAKASHI-NIKKI,103.86231585134682,102.1796907895436,101.52848901824389,101.58161335754
1143,1944,100,409,7,0,ASADA-TAKASHI-NIKKI,103.86080228244137,102.16404385557463,101.49555963416121,101.51745153462133
1145,1946,97,407,4,0,NEWS-PAPER(ARASHIYAMA),103.85777514463045,102.1326564739514,101.42930039715279,101.38759546005639
1146,1947,107,417,4,0,NEWS-PAPER(ARASHIYAMA),103.856261575725,102.11691602629713,101.39597011458001,101.32189691947957
1147,1948,102,411,4,0,NEWS-PAPER(ARASHIYAMA),103.85474800681955,102.10114440741441,101.36250576953009,101.25568184419689
1148,1949,107,417,4,0,NEWS-PAPER(ARASHIYAMA),103.85323443791408,102.08534161730327,101.32890714717945,101.18894807990984
1149,1950,99,409,4,0,NEWS-PAPET(DAIGO-JI),103.85172086900863,102.06950765596368,101.29517403270475,101.12169346838465
1150,1951,98,408,4,0,NEWS-PAPER(ARASHIYAMA),103.85020730010318,102.05364252339565,101.2613062112822,101.05391584745342
1151,1952,105,414,3,0,NEWS-PAPER(ARASHIYAMA),103.84869373119773,102.03774621959919,101.22730346808848,100.98561305101367
1152,1953,101,411,3,0,NEWS-PAPER(ARASHIYAMA),103.84718016229226,102.02181874457429,101.19316558829993,100.91678290903309
1153,1954,98,408,3,0,NEWS-PAPER(ARASHIYAMA),103.84566659338681,102.00586009832095,101.15889235709304,100.8474232475416
1154,1955,97,407,3,0,NEWS-PAPER(ARASHIYAMA),103.84415302448136,101.98987028083918,101.12448355964429,100.77753188863454
1155,1956,99,408,3,0,NEWS-PAPER(ARASHIYAMA),103.8426394555759,101.97384929212896,101.08993898113013,100.70710665047596
1156,1957,103,413,3,0,NEWS-PAPER(ARASHIYAMA),103.84112588667045,101.95779713219032,101.05525840672708,100.6361453472968
1157,1958,99,409,3,0,NEWS-PAPER(ARASHIYAMA),103.83961231776499,101.94171380102324,101.02044162161151,100.56464578939102
1158,1959,92,402,3,0,NEWS-PAPER(ARASHIYAMA),103.83809874885954,101.9255992986277,100.98548841095992,100.49260578311868
1159,1960,95,404,3,0,NEWS-PAPER(ARASHIYAMA),103.83658517995408,101.90945362500375,100.95039855994881,100.42002313090956
1160,1961,99,409,3,0,NEWS-PAPER(ARASHIYAMA),103.83507161104863,101.89327678015135,100.9151718537546,100.34689563125727
1161,1962,102,412,3,0,NEWS-PAPER(ARASHIYAMA),103.83355804214317,101.87706876407051,100.87980807755382,100.27322107872129
1162,1963,101,411,3,0,NEWS-PAPER(ARASHIYAMA),103.83204447323772,101.86082957676123,100.84430701652285,100.1989972639264
1163,1964,99,408,3,0,NEWS-PAPER(ARASHIYAMA),103.83053090433226,101.84455921822354,100.80866845583823,100.12422197356483
1164,1965,110,420,3,0,NEWS-PAPER(ARASHIYAMA),103.82901733542681,101.82825768845738,100.77289218067637,100.04889299039672
1165,1966,97,407,3,0,NEWS-PAPER(ARASHIYAMA),103.82750376652135,101.8119249874628,100.73697797621367,99.9730080932448
1166,1967,97,407,3,0,NEWS-PAPER(ARASHIYAMA),103.8259901976159,101.79556111523976,100.70092562762682,99.89656505699901
1167,1968,99,408,3,0,NEWS-PAPER(ARASHIYAMA),103.82447662871044,101.77916607178831,100.664734920092,99.81956165261562
1168,1969,101,411,3,0,NEWS-PAPER(ARASHIYAMA),103.82296305980499,101.76273985710841,100.62840563878596,99.7419956471187
1169,1970,107,417,3,0,NEWS-PAPER(ARASHIYAMA),103.82144949089954,101.74628247120008,100.5919375688849,99.66386480359625
1170,1971,98,408,3,0,NEWS-PAPER(ARASHIYAMA),103.81993592199407,101.72979391406331,100.55533049556549,99.58516688120272
1171,1972,99,408,3,0,NEWS-PAPER(ARASHIYAMA),103.81842235308862,101.7132741856981,100.51858420400407,99.50589963515887
1172,1973,97,407,3,0,NEWS-PAPER(ARASHIYAMA),103.81690878418317,101.69672328610444,100.48169847937714,99.42606081675086
1173,1974,99,409,3,0,NEWS-PAPER(ARASHIYAMA),103.81539521527772,101.68014121528236,100.44467310686119,99.34564817333381
1174,1975,100,410,3,0,NEWS-PAPER(ARASHIYAMA),103.81388164637225,101.66352797323185,100.40750787163265,99.2646594483262
1175,1976,99,408,3,0,NEWS-PAPER(ARASHIYAMA),103.8123680774668,101.64688355995288,100.37020255886796,99.1830923812118
1176,1977,93,403,3,0,NEWS-PAPER(ARASHIYAMA),103.81085450856135,101.63020797544549,100.33275695374373,99.10094470754262
1177,1978,104,414,3,0,NEWS-PAPER(ARASHIYAMA),103.8093409396559,101.61350121970966,100.29517084143622,99.01821415893806
1178,1979,97,407,3,0,NEWS-PAPER(ARASHIYAMA),103.80782737075043,101.59676329274538,100.25744400712203,98.9348984630812
1179,1980,102,411,3,0,NEWS-PAPER(ARASHIYAMA),103.80631380184498,101.57999419455267,100.21957623597756,98.85099534371881
1180,1981,99,409,3,0,NEWS-PAPER(ARASHIYAMA),103.80480023293953,101.56319392513153,100.18156731317933,98.76650252066912
1181,1982,93,403,3,0,NEWS-PAPER(ARASHIYAMA),103.80328666403408,101.54636248448193,100.14341702390375,98.68141770981521
1182,1983,99,409,3,0,NEWS-PAPER(ARASHIYAMA),103.80177309512862,101.52949987260392,100.1051251533273,98.59573862310339
1183,1984,109,418,3,0,NEWS-PAPER(ARASHIYAMA),103.80025952622316,101.51260608949747,100.06669148662647,98.50946296854676
1184,1985,99,409,3,0,NEWS-PAPER(ARASHIYAMA),103.7987459573177,101.49568113516256,100.02811580897769,98.42258845022724
1185,1986,102,412,3,0,NEWS-PAPER(ARASHIYAMA),103.79723238841225,101.47872500959923,99.98939790555748,98.3351127682916
1186,1987,95,405,3,0,NEWS-PAPER(ARASHIYAMA),103.7957188195068,101.46173771280746,99.95053756154223,98.24703361895087
1187,1988,106,415,3,0,NEWS-PAPER(ARASHIYAMA),103.79420525060134,101.44471924478725,99.91153456210849,98.15834869448378
1188,1989,93,403,3,0,NEWS-PAPER(ARASHIYAMA),103.79269168169589,101.42766960553861,99.87238869243264,98.06905568323572
1189,1990,88,329,3,0,NEWS-PAPER(ARASHIYAMA),103.79117811279043,101.41058879506153,99.83309973769121,97.97915226961806
1190,1991,97,407,4,0,NEWS-PAPER(ARASHIYAMA),103.78966454388498,101.393476813356,99.79366748306057,97.88863613410666
1191,1992,94,403,4,0,NEWS-PAPER(ARASHIYAMA),103.78815097497952,101.37633366042205,99.75409171371733,97.79750495324453
1192,1993,97,407,4,0,NEWS-PAPER(ARASHIYAMA),103.78663740607406,101.35915933625965,99.71437221483781,97.70575639963926
1193,1994,99,409,4,0,NEWS-PAPER(ARASHIYAMA),103.78512383716861,101.34195384086883,99.67450877159861,97.61338814197035
1194,1995,99,409,4,0,NEWS-PAPER(ARASHIYAMA),103.78361026826316,101.32471717424954,99.63450116917605,97.52039784497532
1195,1996,103,412,4,0,NEWS-PAPER(ARASHIYAMA),103.7820966993577,101.30744933640185,99.59434919274675,97.42678316946211
1196,1997,97,407,4,0,NEWS-PAPER(ARASHIYAMA),103.78058313045224,101.29015032732569,99.55405262748701,97.33254177230555
1197,1998,91,401,4,0,NEWS-PAPER(ARASHIYAMA),103.77906956154679,101.27282014702112,99.5136112585734,97.23767130644393
1198,1999,94,404,4,0,NEWS-PAPER(ARASHIYAMA),103.77755599264134,101.2554587954881,99.47302487118236,97.14216942088541
1199,2000,100,409,4,0,NEWS-PAPER(ARASHIYAMA),103.77604242373589,101.23806627272663,99.43229325049033,97.04603376069787
1200,2001,96,406,4,0,NEWS-PAPER(ARASHIYAMA),103.77452885483042,101.22064257873674,99.39141618167382,96.94926196702176
1201,2002,91,401,4,0,NEWS-PAPER(ARASHIYAMA),103.77301528592497,101.2031877135184,99.35039344990926,96.85185167706214
1202,2003,98,408,4,0,NEWS-PAPER(ARASHIYAMA),103.77150171701952,101.18570167707165,99.3092248403732,96.7538005240869
1203,2004,92,401,4,0,NEWS-PAPER(ARASHIYAMA),103.76998814811407,101.16818446939644,99.26791013824197,96.6551061374335
1204,2005,99,409,4,0,NEWS-PAPER(ARASHIYAMA),103.7684745792086,101.15063609049278,99.22644912869214,96.55576614250316
1205,2006,98,408,5,0,NEWS-PAPER(ARASHIYAMA),103.76696101030315,101.1330565403607,99.1848415969001,96.45577816076644
1206,2007,97,407,5,0,NEWS-PAPER(ARASHIYAMA),103.7654474413977,101.11544581900019,99.14308732804237,96.35513980975628
1207,2008,95,404,6,0,NEWS-PAPER(ARASHIYAMA),103.76393387249225,101.09780392641123,99.10118610729532,96.25384870307352
1208,2009,95,405,6,0,NEWS-PAPER(ARASHIYAMA),103.76242030358678,101.08013086259383,99.05913771983558,96.15190245038485
1209,2010,95,405,7,0,NEWS-PAPER(ARASHIYAMA),103.76090673468133,101.062426627548,99.01694195083948,96.04929865742514
1210,2011,99,409,8,0,NEWS-PAPER(ARASHIYAMA),103.75939316577588,101.04469122127375,98.97459858548356,95.94603492599168
1211,2012,101,410,8,0,NEWS-PAPER(ARASHIYAMA),103.75787959687042,101.02692464377103,98.93210740894418,95.84210885394822
1212,2013,93,403,8,0,NEWS-PAPER(ARASHIYAMA),103.75636602796496,101.00912689503988,98.88946820639791,95.73751803522833
1213,2014,94,404,8,0,NEWS-PAPER(ARASHIYAMA),103.7548524590595,100.9912979750803,98.8466807630212,95.63226005982864
1214,2015,93,403,8,0,NEWS-PAPER(ARASHIYAMA),103.75333889015405,100.97343788389229,98.80374486399042,95.5263325138124
1215,2016,95,404,8,0,NEWS-PAPER(ARASHIYAMA),103.7518253212486,100.95554662147583,98.76066029448218,95.41973297930878
1216,2017,99,409,8,0,NEWS-PAPER(ARASHIYAMA),103.75031175234315,100.93762418783093,98.71742683967281,95.31245903451435
1217,2018,89,330,8,0,NEWS-PAPER(ARASHIYAMA),103.74879818343769,100.91967058295761,98.67404428473891,95.20450825369034
1218,2019,95,405,8,0,NEWS-PAPER(ARASHIYAMA),103.74728461453223,100.90168580685584,98.63051241485681,95.09587820716462
1219,2020,92,401,8,0,NEWS-PAPER(ARASHIYAMA),103.74577104562678,100.88366985952564,98.58683101520312,94.98656646133117
1220,2021,85,326,8,0,NEWS-PAPER(ARASHIYAMA),103.74425747672133,100.865622740967,98.54299987095412,94.87657057864993
